person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_income_ratio
37.0,108000.0,RENT,0.0,HOMEIMPROVEMENT,E,20000,16.32,1,0.19,N,15,0.18518347052342107
37.0,120000.0,RENT,4.0,VENTURE,C,20000,13.47,0,0.17,Y,11,0.16666527778935175
39.0,23000.0,OWN,6.0,MEDICAL,A,6400,8.9,0,0.28,N,14,0.27824877179253077
41.0,150000.0,RENT,13.0,PERSONAL,F,20000,19.47,0,0.13,N,15,0.13333244445037032
39.0,150000.0,RENT,0.0,HOMEIMPROVEMENT,B,20000,10.08,0,0.13,N,17,0.13333244445037032
45.0,23000.0,OWN,2.0,PERSONAL,A,7000,7.29,0,0.3,N,15,0.3043345941480805
40.0,23004.0,OWN,2.0,MEDICAL,A,7750,7.88,0,0.34,N,16,0.33688328624212127
36.0,23004.0,OWN,0.0,VENTURE,B,12000,11.48,0,0.52,N,11,0.5216257335361878
40.0,14400.0,RENT,0.0,MEDICAL,B,1000,9.25,0,0.07,N,11,0.06943962224845497
41.0,23396.0,OWN,5.0,HOMEIMPROVEMENT,B,10000,10.38,0,0.43,N,16,0.42740522289182376
47.0,18000.0,RENT,0.0,HOMEIMPROVEMENT,D,1000,14.84,1,0.06,Y,16,0.05555246930726071
38.0,48384.0,RENT,4.0,MEDICAL,D,19000,14.96,1,0.39,Y,16,0.39268368295959494
38.0,23868.0,MORTGAGE,0.0,HOMEIMPROVEMENT,B,7750,12.53,1,0.32,N,14,0.32468892706020364
36.0,24000.0,MORTGAGE,18.0,VENTURE,B,6200,10.65,0,0.26,N,16,0.25832256989292113
37.0,103000.0,RENT,3.0,DEBTCONSOLIDATION,A,18550,7.88,0,0.18,N,12,0.18009533888020504
38.0,24000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,1500,6.03,0,0.06,N,16,0.06249739594183576
38.0,40000.0,RENT,4.0,EDUCATION,B,18225,12.42,1,0.46,N,17,0.4556136096597585
42.0,45000.0,RENT,1.0,DEBTCONSOLIDATION,B,18200,10.83,1,0.4,N,14,0.4044354569898447
37.0,58000.0,RENT,9.0,MEDICAL,B,18200,10.99,1,0.31,N,11,0.3137876933156325
43.0,36480.0,RENT,0.0,PERSONAL,B,18000,11.71,1,0.49,N,16,0.49340752720594283
37.0,43200.0,RENT,5.0,VENTURE,B,18000,8.88,1,0.42,N,16,0.4166570218281984
43.0,50000.0,RENT,6.0,PERSONAL,C,18000,14.35,1,0.36,N,16,0.3599928001439971
45.0,24000.0,MORTGAGE,0.0,VENTURE,C,4000,13.49,0,0.17,N,13,0.16665972251156203
45.0,48500.0,RENT,7.0,MEDICAL,C,18000,13.85,1,0.37,Y,15,0.37112636852848396
40.0,55000.0,RENT,14.0,HOMEIMPROVEMENT,A,18000,7.88,1,0.33,N,14,0.3272667769676915
39.0,70000.0,RENT,3.0,PERSONAL,B,18000,11.14,0,0.26,N,14,0.2571391837259468
44.0,24000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,D,7750,15.58,0,0.32,Y,13,0.32290321236615144
36.0,24000.0,OWN,5.0,VENTURE,C,4000,14.72,0,0.17,Y,15,0.16665972251156203
38.0,77000.0,RENT,9.0,VENTURE,B,18000,10.65,0,0.23,N,11,0.233763197880547
43.0,62900.0,RENT,22.0,MEDICAL,D,18000,17.27,1,0.24,Y,14,0.28616397195593074
38.0,81000.0,RENT,7.0,DEBTCONSOLIDATION,B,18000,10.59,0,0.22,N,16,0.222219478771867
36.0,82000.0,RENT,12.0,HOMEIMPROVEMENT,C,18000,13.22,0,0.22,N,17,0.2195095181766076
48.0,82500.0,RENT,4.0,HOMEIMPROVEMENT,A,18000,7.51,0,0.22,N,16,0.2181791735857747
40.0,85000.0,RENT,5.0,HOMEIMPROVEMENT,B,18000,11.48,0,0.21,N,13,0.2117622145621816
43.0,90000.0,RENT,9.0,MEDICAL,C,18000,13.11,0,0.2,N,12,0.19999777780246886
36.0,125000.0,RENT,0.0,HOMEIMPROVEMENT,B,18000,11.11,0,0.14,N,11,0.14399884800921592
36.0,130000.0,RENT,0.0,MEDICAL,B,18000,11.71,0,0.14,N,14,0.138460473380974
44.0,24000.0,OWN,5.0,EDUCATION,D,5000,14.74,0,0.21,Y,15,0.20832465313945253
39.0,168000.0,RENT,2.0,HOMEIMPROVEMENT,E,18000,17.93,1,0.11,N,11,0.10714221939155125
36.0,24000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1500,9.63,0,0.06,N,16,0.06249739594183576
50.0,85000.0,RENT,1.0,HOMEIMPROVEMENT,C,17500,13.49,0,0.21,N,17,0.20587993082434325
38.0,51000.0,RENT,3.0,HOMEIMPROVEMENT,B,17000,10.38,1,0.33,N,11,0.33332679751377425
49.0,70000.0,RENT,4.0,EDUCATION,B,17000,11.71,0,0.24,N,16,0.24285367351894974
46.0,72194.0,RENT,8.0,PERSONAL,B,17000,8.88,0,0.24,N,15,0.23547337073204516
42.0,75000.0,RENT,6.0,MEDICAL,A,17000,7.9,0,0.23,N,15,0.2266636444847402
40.0,95000.0,RENT,0.0,PERSONAL,B,17000,10.0,0,0.18,N,15,0.1789454847843707
49.0,86400.0,RENT,7.0,PERSONAL,A,16875,7.51,0,0.2,N,14,0.195310239464821
37.0,25000.0,OWN,8.0,VENTURE,C,10625,13.06,0,0.42,Y,12,0.4249830006799728
36.0,25000.0,MORTGAGE,4.0,MEDICAL,A,11500,7.29,0,0.46,N,12,0.45998160073597055
38.0,47000.0,RENT,4.0,DEBTCONSOLIDATION,A,16500,7.9,1,0.35,N,16,0.351056360502968
43.0,25000.0,MORTGAGE,10.0,EDUCATION,B,10000,9.62,0,0.4,N,17,0.3999840006399744
36.0,72000.0,RENT,5.0,VENTURE,C,16500,13.61,0,0.23,N,11,0.22916348384050222
48.0,92000.0,RENT,6.0,DEBTCONSOLIDATION,B,16500,12.69,0,0.18,N,15,0.17934587667525353
36.0,36000.0,RENT,7.0,PERSONAL,A,16000,8.9,1,0.44,N,17,0.4444320991083581
44.0,36000.0,RENT,0.0,PERSONAL,B,16000,11.49,1,0.44,N,13,0.4444320991083581
41.0,45000.0,RENT,2.0,MEDICAL,C,16000,12.99,1,0.36,N,14,0.3555476544965667
36.0,25000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3000,8.7,0,0.12,N,12,0.11999520019199232
36.0,44000.0,RENT,4.0,DEBTCONSOLIDATION,C,16000,14.65,1,0.36,N,11,0.36362809936137813
50.0,50000.0,RENT,1.0,PERSONAL,A,16000,7.9,1,0.32,N,17,0.31999360012799744
36.0,25200.0,MORTGAGE,0.0,EDUCATION,C,8700,12.23,1,0.35,Y,14,0.34522439585730724
42.0,54000.0,RENT,4.0,DEBTCONSOLIDATION,C,16000,12.87,1,0.3,Y,14,0.296290809429455
38.0,60000.0,RENT,0.0,VENTURE,C,16000,13.22,0,0.27,N,14,0.26666222229629505
39.0,65000.0,RENT,4.0,HOMEIMPROVEMENT,B,16000,11.83,0,0.25,N,16,0.246150059229858
39.0,67000.0,RENT,6.0,VENTURE,B,16000,10.99,0,0.24,N,16,0.2388024059342398
39.0,70000.0,RENT,8.0,MEDICAL,A,16000,7.9,0,0.23,N,14,0.22856816331195268
40.0,70000.0,RENT,2.0,DEBTCONSOLIDATION,B,16000,11.99,0,0.23,N,12,0.22856816331195268
48.0,71004.0,RENT,5.0,PERSONAL,B,16000,9.25,0,0.23,N,17,0.22533624392648405
49.0,69000.0,RENT,0.0,HOMEIMPROVEMENT,D,16000,14.96,1,0.23,Y,12,0.23188069738119738
42.0,22000.0,RENT,4.0,DEBTCONSOLIDATION,A,1000,7.29,0,0.05,N,13,0.04545247943275306
38.0,25000.0,RENT,1.0,EDUCATION,A,1000,8.0,0,0.04,N,16,0.03999840006399744
37.0,26000.0,OWN,2.0,MEDICAL,A,6000,8.59,0,0.23,N,12,0.23076035537094727
36.0,27600.0,RENT,0.0,EDUCATION,B,1000,11.49,0,0.04,N,12,0.03623057135611028
46.0,35000.0,RENT,1.0,VENTURE,A,1000,7.9,0,0.03,N,12,0.02857061226822091
41.0,26400.0,MORTGAGE,1.0,PERSONAL,D,10300,16.29,1,0.39,Y,14,0.39013673724480136
45.0,38400.0,RENT,4.0,DEBTCONSOLIDATION,C,1000,14.72,0,0.03,Y,12,0.026040988515924065
40.0,39960.0,RENT,0.0,EDUCATION,C,1000,15.23,0,0.03,Y,14,0.0250243987888191
37.0,44000.0,RENT,14.0,EDUCATION,A,1000,5.42,0,0.02,N,13,0.022726756210086133
36.0,42000.0,RENT,21.0,HOMEIMPROVEMENT,A,1000,7.51,1,0.02,N,14,0.023808956929596916
38.0,61000.0,RENT,0.0,PERSONAL,B,1000,9.45,0,0.02,N,17,0.01639317388239537
41.0,26400.0,MORTGAGE,4.0,DEBTCONSOLIDATION,B,6000,12.21,1,0.23,N,16,0.2272641187833794
44.0,26500.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6200,6.03,0,0.23,N,16,0.23395343571940683
45.0,26748.0,OWN,8.0,MEDICAL,A,4000,7.88,0,0.15,N,12,0.14953830049721484
36.0,26880.0,OWN,0.0,MEDICAL,A,4500,7.66,0,0.17,N,11,0.1674044864402366
36.0,16800.0,RENT,2.0,PERSONAL,C,1200,13.06,0,0.07,N,15,0.07142431998095351
44.0,17112.0,RENT,4.0,DEBTCONSOLIDATION,A,1200,7.66,0,0.07,N,14,0.0701221293753287
39.0,18300.0,RENT,0.0,DEBTCONSOLIDATION,D,1200,14.74,1,0.07,Y,11,0.06557018742145237
36.0,19200.0,RENT,4.0,DEBTCONSOLIDATION,B,1200,9.62,0,0.06,N,14,0.06249674496119994
36.0,29000.0,RENT,9.0,MEDICAL,B,1200,12.42,0,0.04,N,15,0.04137788352125789
36.0,27000.0,OWN,4.0,HOMEIMPROVEMENT,A,6000,7.14,0,0.22,N,15,0.22221399207436762
41.0,57000.0,RENT,3.0,PERSONAL,D,1200,15.99,0,0.02,Y,12,0.021052262241013316
37.0,85000.0,RENT,21.0,VENTURE,A,1200,8.9,0,0.01,N,13,0.014117480970812108
45.0,27012.0,MORTGAGE,20.0,PERSONAL,A,6000,5.99,1,0.22,N,13,0.22211527782919335
40.0,27040.0,MORTGAGE,7.0,EDUCATION,B,6925,9.99,0,0.26,N,15,0.256092600125735
39.0,27040.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,4800,8.59,0,0.18,N,17,0.17750822824599682
38.0,37500.0,RENT,0.0,VENTURE,A,1375,6.91,0,0.04,N,11,0.03666568891496227
38.0,27500.0,MORTGAGE,5.0,MEDICAL,C,4700,13.92,0,0.17,N,13,0.17090287625904513
37.0,26400.0,RENT,5.0,EDUCATION,A,1500,6.91,0,0.06,N,17,0.05681602969584485
41.0,27340.0,RENT,7.0,DEBTCONSOLIDATION,C,1500,12.99,0,0.05,Y,15,0.054862660473281886
48.0,29004.0,RENT,6.0,MEDICAL,A,1500,7.51,0,0.05,N,15,0.05171522151353215
42.0,30132.0,RENT,4.0,VENTURE,C,1500,12.98,0,0.05,Y,14,0.04977931171804998
40.0,30996.0,RENT,2.0,MEDICAL,C,1500,13.72,1,0.05,Y,14,0.04839177984966287
50.0,29000.0,RENT,1.0,PERSONAL,B,1500,10.39,1,0.05,N,15,0.05172235440157236
42.0,35004.0,RENT,12.0,MEDICAL,A,1500,7.37,0,0.04,N,12,0.0428510212826739
41.0,35400.0,RENT,11.0,VENTURE,C,1500,12.87,0,0.04,Y,14,0.04237168441569447
41.0,32004.0,RENT,2.0,HOMEIMPROVEMENT,D,1500,14.74,1,0.05,N,17,0.04686767692548039
48.0,33500.0,RENT,1.0,HOMEIMPROVEMENT,D,1500,14.74,1,0.04,N,11,0.04477478284230321
36.0,28000.0,MORTGAGE,1.0,VENTURE,D,3075,15.62,1,0.11,Y,12,0.10981750651762437
39.0,39000.0,RENT,7.0,DEBTCONSOLIDATION,B,1500,10.36,1,0.04,N,16,0.03846055229353094
40.0,49788.0,RENT,1.0,DEBTCONSOLIDATION,A,1500,9.32,0,0.03,N,16,0.030127136516097934
43.0,51600.0,RENT,4.0,VENTURE,B,1500,11.86,0,0.03,N,11,0.029069204085192146
45.0,52000.0,RENT,0.0,MEDICAL,A,1500,8.94,0,0.03,N,13,0.028845599123093788
44.0,28000.0,OWN,0.0,VENTURE,A,3500,8.94,0,0.13,N,12,0.1249955358737188
48.0,28000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,A,7500,7.74,0,0.27,N,16,0.2678475768722546
41.0,55000.0,RENT,3.0,VENTURE,A,1500,5.99,0,0.03,N,15,0.02727223141397429
41.0,63000.0,RENT,1.0,PERSONAL,A,1500,8.0,0,0.02,N,17,0.02380914588657323
45.0,74600.0,RENT,2.0,MEDICAL,C,1500,13.61,0,0.02,N,13,0.02010696907548156
38.0,80000.0,RENT,0.0,EDUCATION,B,1500,11.49,0,0.02,N,16,0.01874976562792965
36.0,89004.0,RENT,2.0,PERSONAL,B,1500,11.36,0,0.02,N,14,0.016852985787315318
40.0,90000.0,RENT,1.0,EDUCATION,C,1500,14.27,0,0.02,Y,14,0.01666648148353907
37.0,28500.0,MORTGAGE,6.0,EDUCATION,A,1800,6.76,0,0.06,N,12,0.0631556787481141
42.0,14000.0,RENT,0.0,EDUCATION,C,1700,13.16,0,0.12,Y,13,0.12141989857867296
44.0,27000.0,RENT,5.0,EDUCATION,A,1700,6.99,0,0.06,N,15,0.06296063108773749
39.0,28650.0,MORTGAGE,1.0,MEDICAL,B,8000,10.37,0,0.28,N,14,0.2792223657114935
37.0,44000.0,RENT,0.0,PERSONAL,B,1700,10.59,1,0.04,N,17,0.03863548555714643
40.0,19200.0,RENT,2.0,VENTURE,B,1800,11.99,0,0.09,N,13,0.0937451174417999
37.0,27000.0,RENT,0.0,MEDICAL,B,1800,11.36,0,0.07,N,11,0.06666419762231028
36.0,45000.0,RENT,3.0,DEBTCONSOLIDATION,C,1800,14.27,0,0.04,Y,15,0.03999911113086376
36.0,28800.0,OWN,0.0,HOMEIMPROVEMENT,B,5375,11.11,0,0.19,N,13,0.18662546439359745
39.0,44000.0,RENT,11.0,MEDICAL,D,1800,14.91,1,0.04,N,17,0.040908161178155045
37.0,28800.0,MORTGAGE,3.0,VENTURE,A,4000,6.54,0,0.14,N,17,0.13888406652546786
37.0,50400.0,RENT,9.0,VENTURE,A,1800,8.9,0,0.04,N,11,0.035713577111565246
37.0,51000.0,RENT,5.0,DEBTCONSOLIDATION,A,1800,7.51,0,0.04,N,14,0.035293425619105506
36.0,156326.0,RENT,10.0,HOMEIMPROVEMENT,A,1800,8.0,0,0.01,N,16,0.011514325740275192
42.0,40000.0,RENT,6.0,DEBTCONSOLIDATION,B,1950,11.86,0,0.05,N,17,0.04874878128046799
36.0,90000.0,RENT,6.0,DEBTCONSOLIDATION,B,1950,12.42,0,0.02,N,15,0.021666425928600793
39.0,12000.0,RENT,4.0,VENTURE,B,2000,10.65,1,0.17,N,11,0.16665277893508873
48.0,15000.0,RENT,4.0,DEBTCONSOLIDATION,C,2000,12.84,0,0.13,Y,14,0.13332444503699753
47.0,18000.0,RENT,4.0,EDUCATION,A,2000,7.29,0,0.11,N,11,0.11110493861452142
39.0,18996.0,RENT,5.0,EDUCATION,A,2000,7.88,0,0.11,N,12,0.10527978101805548
45.0,19200.0,RENT,0.0,VENTURE,A,2000,8.49,0,0.1,N,12,0.1041612416019999
48.0,19632.0,RENT,19.0,PERSONAL,C,2000,13.47,0,0.1,Y,12,0.10186930168593694
43.0,29004.0,OWN,3.0,MEDICAL,A,5000,7.88,0,0.17,N,11,0.17238407171177383
42.0,20400.0,RENT,4.0,PERSONAL,F,2000,20.99,0,0.1,Y,13,0.09803441007793735
46.0,29004.0,MORTGAGE,4.0,PERSONAL,B,10000,11.58,0,0.34,N,11,0.34476814342354767
39.0,24000.0,RENT,0.0,MEDICAL,B,2000,10.99,0,0.08,N,11,0.08332986125578101
39.0,29280.0,OWN,0.0,VENTURE,A,1800,7.37,0,0.06,N,11,0.06147331033776169
41.0,24000.0,RENT,24.0,PERSONAL,A,2000,7.75,1,0.08,N,17,0.08332986125578101
36.0,29500.0,OWN,4.0,VENTURE,B,1250,11.83,0,0.04,N,15,0.0423714450357615
37.0,26500.0,RENT,11.0,EDUCATION,C,2000,13.16,0,0.08,Y,16,0.07546885023206672
39.0,29894.0,OWN,23.0,HOMEIMPROVEMENT,B,8000,9.63,0,0.27,N,17,0.2676032781401572
48.0,30000.0,MORTGAGE,21.0,HOMEIMPROVEMENT,B,2100,12.42,0,0.07,N,14,0.06999766674444186
44.0,102000.0,RENT,9.0,MEDICAL,A,15000,8.94,0,0.15,N,12,0.14705738179037461
46.0,102000.0,RENT,0.0,PERSONAL,C,15000,13.22,0,0.15,Y,17,0.14705738179037461
44.0,108000.0,RENT,2.0,MEDICAL,C,15000,13.57,0,0.14,N,12,0.1388876028925658
37.0,30000.0,OWN,13.0,EDUCATION,D,4800,16.29,0,0.16,N,11,0.15999466684443853
36.0,120000.0,RENT,4.0,HOMEIMPROVEMENT,C,15000,12.99,0,0.13,Y,15,0.12499895834201381
39.0,30000.0,MORTGAGE,4.0,EDUCATION,A,10375,8.9,0,0.35,N,13,0.345821805939802
38.0,225000.0,RENT,16.0,EDUCATION,D,15000,15.62,0,0.07,N,17,0.06666637037168724
37.0,63000.0,RENT,1.0,DEBTCONSOLIDATION,A,14900,9.63,0,0.24,N,13,0.23650418247329408
36.0,30123.0,RENT,5.0,MEDICAL,C,2000,14.26,0,0.07,Y,12,0.06639224538573894
41.0,32496.0,RENT,4.0,EDUCATION,B,2000,10.99,1,0.06,N,12,0.061544142536234116
48.0,32500.0,RENT,0.0,VENTURE,D,2000,17.27,1,0.06,N,16,0.06153656810559675
38.0,33000.0,RENT,2.0,VENTURE,D,2000,16.89,1,0.06,N,14,0.06060422411442078
45.0,30000.0,MORTGAGE,5.0,MEDICAL,C,1000,15.23,0,0.03,Y,11,0.033332222259258026
43.0,60000.0,RENT,5.0,DEBTCONSOLIDATION,B,2000,12.53,0,0.03,N,17,0.03333277778703688
44.0,65000.0,RENT,16.0,MEDICAL,A,2000,7.9,0,0.03,N,14,0.03076875740373225
43.0,69000.0,RENT,0.0,DEBTCONSOLIDATION,A,2000,8.9,0,0.03,N,17,0.028985087172649672
43.0,85000.0,RENT,2.0,PERSONAL,A,2000,6.62,0,0.02,N,14,0.023529134951353513
40.0,30000.0,OWN,4.0,HOMEIMPROVEMENT,C,5000,13.43,0,0.17,Y,11,0.16666111129629013
38.0,34800.0,RENT,1.0,DEBTCONSOLIDATION,C,2100,14.72,0,0.06,N,13,0.06034309358926468
38.0,9732.0,RENT,9.0,EDUCATION,A,2200,9.63,1,0.23,N,17,0.22603513818966403
39.0,34000.0,RENT,1.0,HOMEIMPROVEMENT,D,14000,17.58,1,0.41,N,16,0.4117525955118967
36.0,54000.0,RENT,2.0,HOMEIMPROVEMENT,C,2225,10.59,1,0.04,N,14,0.041202940686283586
36.0,52500.0,RENT,4.0,HOMEIMPROVEMENT,A,2250,5.42,0,0.04,N,14,0.042856326546161026
39.0,30000.0,RENT,3.0,DEBTCONSOLIDATION,C,2300,14.79,0,0.08,Y,15,0.07666411119629346
46.0,30000.0,MORTGAGE,13.0,VENTURE,A,3050,7.88,0,0.1,N,14,0.10166327789073698
38.0,22000.0,RENT,2.0,DEBTCONSOLIDATION,C,2350,14.17,0,0.11,Y,16,0.10681332666696969
37.0,40080.0,RENT,7.0,MEDICAL,A,2350,7.88,0,0.06,N,12,0.05863127167485841
40.0,15864.0,RENT,4.0,MEDICAL,B,2375,11.11,0,0.15,N,12,0.1497005988023952
36.0,13440.0,RENT,2.0,EDUCATION,D,2400,17.49,1,0.18,Y,11,0.17855814299531284
49.0,15000.0,RENT,6.0,EDUCATION,B,2400,9.91,1,0.16,N,17,0.15998933404439705
39.0,30000.0,MORTGAGE,14.0,MEDICAL,D,7200,14.96,1,0.24,Y,11,0.2399920002666578
36.0,21996.0,RENT,3.0,PERSONAL,D,2400,14.11,0,0.11,N,11,0.10910578715279357
37.0,24500.0,RENT,0.0,PERSONAL,B,2400,11.71,0,0.1,N,11,0.09795518550263255
39.0,32280.0,RENT,22.0,PERSONAL,B,2400,8.88,0,0.07,N,17,0.07434713918404015
36.0,32000.0,RENT,2.0,MEDICAL,E,2400,18.79,1,0.07,N,14,0.0749976563232399
36.0,38568.0,RENT,7.0,PERSONAL,E,2400,18.39,0,0.06,Y,12,0.062226140164380724
37.0,45000.0,RENT,2.0,VENTURE,B,2400,9.91,0,0.05,N,16,0.05333214817448501
36.0,57110.0,RENT,5.0,EDUCATION,B,2400,10.0,0,0.04,N,15,0.042023428061144084
36.0,60000.0,RENT,2.0,PERSONAL,A,2400,5.79,0,0.04,N,17,0.039999333344444256
37.0,100000.0,RENT,0.0,DEBTCONSOLIDATION,B,2400,9.99,0,0.02,N,16,0.023999760002399975
38.0,30000.0,MORTGAGE,8.0,PERSONAL,C,10000,11.22,0,0.33,Y,17,0.33332222259258026
37.0,30480.0,OWN,1.0,MEDICAL,B,1200,11.99,0,0.04,N,15,0.03936878711328368
44.0,100000.0,RENT,5.0,EDUCATION,A,13500,8.9,0,0.14,N,17,0.13499865001349987
39.0,201000.0,RENT,6.0,VENTURE,B,13500,11.49,0,0.07,N,14,0.06716384495599524
36.0,33481.0,RENT,9.0,MEDICAL,E,13475,15.68,1,0.4,Y,15,0.402455050474882
39.0,62692.0,RENT,9.0,VENTURE,B,13200,9.88,0,0.21,N,11,0.21054982214920326
42.0,31000.0,MORTGAGE,5.0,VENTURE,B,7200,11.99,0,0.23,N,17,0.2322505725621754
40.0,63000.0,RENT,2.0,HOMEIMPROVEMENT,B,13050,11.48,0,0.21,N,15,0.2071395692131871
42.0,36000.0,RENT,8.0,MEDICAL,C,13000,12.73,1,0.36,Y,16,0.36110108052554096
38.0,31200.0,MORTGAGE,6.0,VENTURE,C,5850,13.49,0,0.19,Y,11,0.1874939905772251
37.0,31200.0,MORTGAGE,5.0,EDUCATION,B,3000,9.99,0,0.1,N,16,0.09615076439857696
45.0,22178.0,RENT,3.0,VENTURE,A,2500,5.99,0,0.11,N,11,0.11271923891969882
42.0,26568.0,RENT,6.0,PERSONAL,B,2500,10.37,0,0.09,N,14,0.09409462155143213
36.0,31000.0,RENT,2.0,EDUCATION,A,2500,8.9,0,0.08,N,13,0.08064255991742202
42.0,32004.0,RENT,1.0,DEBTCONSOLIDATION,A,2500,7.49,1,0.08,N,17,0.07811279487580065
36.0,36000.0,RENT,3.0,EDUCATION,B,2500,9.76,0,0.07,N,15,0.06944251548568095
36.0,32000.0,MORTGAGE,7.0,EDUCATION,B,5300,10.65,0,0.17,N,13,0.1656198243804881
47.0,48000.0,RENT,14.0,MEDICAL,C,2500,14.65,0,0.05,Y,17,0.052082248286494034
37.0,48000.0,RENT,0.0,PERSONAL,B,2500,9.62,0,0.05,N,12,0.052082248286494034
36.0,32000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,B,12000,10.37,0,0.38,N,11,0.3749882816161995
36.0,32000.0,MORTGAGE,9.0,EDUCATION,B,5000,8.88,0,0.16,N,13,0.15624511734008312
39.0,59000.0,RENT,0.0,PERSONAL,F,2500,18.78,1,0.04,N,13,0.04237216318367485
36.0,60072.0,RENT,14.0,HOMEIMPROVEMENT,B,2500,11.49,1,0.04,N,16,0.041616033825512294
39.0,68000.0,RENT,0.0,HOMEIMPROVEMENT,A,2500,7.88,0,0.04,N,12,0.03676416523286422
47.0,72000.0,RENT,5.0,VENTURE,D,2500,15.05,0,0.03,N,11,0.03472173997583367
38.0,80000.0,RENT,9.0,PERSONAL,B,2500,10.99,0,0.03,N,13,0.03124960937988275
44.0,117300.0,RENT,3.0,MEDICAL,A,2500,7.29,1,0.02,N,11,0.021312691281404252
40.0,24000.0,RENT,2.0,MEDICAL,A,2800,7.88,0,0.12,N,14,0.11666180575809341
41.0,19200.0,RENT,2.0,MEDICAL,D,2950,16.49,1,0.15,Y,12,0.15363783136294984
36.0,10800.0,RENT,0.0,VENTURE,E,3000,16.77,1,0.28,N,11,0.27775205999444497
48.0,32304.0,MORTGAGE,22.0,MEDICAL,B,15000,9.63,0,0.46,N,17,0.4643244079863798
37.0,14400.0,RENT,4.0,VENTURE,C,3000,13.61,1,0.21,N,17,0.2083188667453649
37.0,32400.0,OWN,0.0,HOMEIMPROVEMENT,D,8000,15.99,0,0.25,N,11,0.24690595969260207
36.0,32400.0,MORTGAGE,20.0,PERSONAL,D,6600,13.24,0,0.2,Y,11,0.20369741674639671
38.0,18000.0,RENT,4.0,EDUCATION,C,3000,13.23,1,0.17,Y,14,0.16665740792178213
36.0,32642.0,MORTGAGE,18.0,DEBTCONSOLIDATION,B,8500,11.49,0,0.26,N,12,0.2603927335110131
40.0,21600.0,RENT,2.0,HOMEIMPROVEMENT,D,3000,14.09,1,0.14,Y,13,0.13888245914540995
37.0,21600.0,RENT,7.0,MEDICAL,B,3000,12.18,0,0.14,N,16,0.13888245914540995
47.0,30000.0,RENT,6.0,PERSONAL,C,3000,12.23,0,0.1,Y,16,0.09999666677777408
36.0,30000.0,RENT,14.0,MEDICAL,B,3000,10.38,0,0.1,N,11,0.09999666677777408
37.0,30000.0,RENT,6.0,MEDICAL,C,3000,11.03,0,0.1,N,13,0.09999666677777408
36.0,31200.0,RENT,9.0,PERSONAL,B,3000,12.42,0,0.1,N,12,0.09615076439857696
42.0,32000.0,RENT,7.0,MEDICAL,A,3000,6.99,0,0.09,N,12,0.09374707040404988
47.0,30000.0,RENT,2.0,HOMEIMPROVEMENT,C,3000,12.99,1,0.1,N,11,0.09999666677777408
38.0,30132.0,RENT,4.0,EDUCATION,C,3000,13.85,1,0.1,N,14,0.09955862343609996
37.0,40000.0,RENT,1.0,VENTURE,B,3000,11.71,0,0.07,N,15,0.07499812504687382
41.0,33240.0,OWN,4.0,MEDICAL,A,1000,7.29,0,0.03,N,17,0.030083330826389098
42.0,38000.0,RENT,3.0,MEDICAL,E,3000,17.56,1,0.08,N,15,0.07894529091339701
43.0,46000.0,RENT,5.0,VENTURE,B,3000,11.71,0,0.07,N,17,0.06521597356579205
36.0,33600.0,OWN,4.0,VENTURE,E,15000,18.39,0,0.45,N,16,0.4464152852593673
36.0,33600.0,OWN,4.0,PERSONAL,A,3000,8.49,0,0.09,N,14,0.08928305705187346
39.0,47004.0,RENT,12.0,MEDICAL,B,3000,11.49,0,0.06,N,13,0.06382299755345176
47.0,33600.0,MORTGAGE,12.0,PERSONAL,A,10000,5.42,0,0.3,N,12,0.2976101901729115
37.0,48000.0,RENT,8.0,EDUCATION,A,3000,6.99,0,0.06,N,14,0.062498697943792834
38.0,49000.0,RENT,4.0,DEBTCONSOLIDATION,A,3000,7.51,0,0.06,N,13,0.06122324034203384
36.0,50000.0,RENT,3.0,VENTURE,B,3000,11.26,0,0.06,N,11,0.05999880002399952
37.0,50000.0,RENT,1.0,VENTURE,B,3000,11.58,0,0.06,N,14,0.05999880002399952
36.0,48686.0,RENT,21.0,VENTURE,D,12000,13.99,0,0.25,N,11,0.2464723642861544
47.0,33888.0,MORTGAGE,5.0,PERSONAL,A,7000,7.49,0,0.21,N,13,0.20655669981409897
39.0,50000.0,RENT,8.0,PERSONAL,B,12000,11.71,0,0.24,N,15,0.2399952000959981
36.0,34000.0,MORTGAGE,2.0,VENTURE,B,5000,10.65,0,0.15,N,11,0.14705449839710596
45.0,50400.0,RENT,2.0,HOMEIMPROVEMENT,C,12000,12.87,0,0.24,Y,13,0.23809051407710163
40.0,51500.0,RENT,1.0,VENTURE,B,12000,12.53,0,0.23,N,15,0.23300518436535214
